NDOC,FECHA,Tipo de Producto o Servicio,CPROD,Producto/Servicio,Variante,Tipo de Prod.,Estacion
182,22/12/2018,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Verano
183,22/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
184,22/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
184,22/12/2018,Helados,136,Frutal,Piña,Comestible,Verano
185,22/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
186,22/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
187,22/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
187,22/12/2018,Abarrotes,84,Lays,Tarro corte americano 40g,Comestible,Verano
188,22/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
189,22/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
190,22/12/2018,Bebidas,97,Sprite,Lata 220ml,Bebestible,Verano
191,22/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
192,22/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
193,22/12/2018,Bebidas,95,Coca-cola zero,Lata 220ml,Bebestible,Verano
193,22/12/2018,Abarrotes,114,Lays,Corte americano 42g,Comestible,Verano
193,22/12/2018,Abarrotes,87,Chicle Bigtime,Frutilla 6,Comestible,Verano
194,22/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
195,22/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
196,22/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
197,22/12/2018,Bebidas,110,Vitamin Water,Energy,Bebestible,Verano
198,22/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
199,22/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
200,22/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
201,22/12/2018,Helados,144,Relleno,Coco crema avellana,Comestible,Verano
201,04/01/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
202,22/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
202,07/01/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
203,22/12/2018,Café,39,Marley Coffe,Espresso,Bebestible,Verano
203,07/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
204,23/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
204,10/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
204,10/01/2019,Accesorio auto,1545835679641,Areon,KEN Vainilla,Accesorio Auto,Verano
205,23/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
205,12/01/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
206,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
206,14/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
206,14/01/2019,Accesorio auto,1545834294478,Areon,Fresco Vainilla,Accesorio Auto,Verano
207,23/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
207,16/01/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
207,16/01/2019,Accesorio auto,74,Sonax,Purificador aire acondicionado,Accesorio Auto,Verano
208,23/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
208,16/01/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
209,23/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
209,23/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
209,21/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
210,23/12/2018,Abarrotes,92,Chicle Bigtime,Aqua,Comestible,Verano
210,23/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
210,22/01/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
211,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
211,23/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
212,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
212,23/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
213,23/12/2018,Abarrotes,117,Cheetos,Sabor queso 64g,Comestible,Verano
213,25/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
214,23/12/2018,Abarrotes,127,Twistos,Jamón Ibérico,Comestible,Verano
214,23/12/2018,Bebidas,109,Vitamin Water,Power-C,Bebestible,Verano
214,25/01/2019,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
215,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
215,28/01/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
216,23/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
216,28/01/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
216,28/01/2019,Accesorio auto,1545408177742,Vision Clara,Aroma manzana 250ml,Accesorio Auto,Verano
217,23/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
217,28/01/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
218,23/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
218,23/12/2018,Café,39,Marley Coffe,Espresso,Bebestible,Verano
218,28/01/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
219,23/12/2018,Bebidas,102,Aquarius,Manzana 500ml,Bebestible,Verano
219,23/12/2018,Bebidas,95,Coca-cola zero,Lata 220ml,Bebestible,Verano
219,30/01/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
220,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
220,31/01/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
221,23/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
221,31/01/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
222,23/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
222,31/01/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
222,31/01/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
223,23/12/2018,Accesorio auto,20,Aromatizante Little Trees,Pino New Car,Accesorio Auto,Verano
223,31/01/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
223,31/01/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
223,31/01/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
223,31/01/2019,Accesorio auto,1545835679641,Areon,KEN Vainilla,Accesorio Auto,Verano
224,23/12/2018,Accesorio auto,74,Sonax,Purificador aire acondicionado,Accesorio Auto,Verano
224,31/01/2019,Accesorio auto,22,Aromatizante Little Trees,Pino Coconut,Accesorio Auto,Verano
224,31/01/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
225,23/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
225,31/01/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
226,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
226,23/12/2018,Bebidas,98,Monster,Ripper,Bebestible,Verano
226,23/12/2018,Bebidas,94,Coca-cola,Lata 220ml,Bebestible,Verano
226,01/02/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
227,23/12/2018,Helados,141,Cremoso,Manjar Brownie,Comestible,Verano
227,23/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
227,01/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
228,23/12/2018,Lavado Express,1545325471118,Dos lavados medios Giftcard,,Servicio de Lavado,Verano
228,01/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
229,23/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
229,02/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
230,23/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
230,02/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
231,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
231,04/02/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
232,23/12/2018,Helados,140,Cremoso,Oreo,Comestible,Verano
232,23/12/2018,Helados,133,Relleno,Frambuesa leche condensada,Comestible,Verano
232,04/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
233,23/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
233,05/02/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
234,23/12/2018,Bebidas,103,Aquarius,Pera 500ml,Bebestible,Verano
234,05/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
235,23/12/2018,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Verano
235,06/02/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
236,23/12/2018,Abarrotes,126,Mani,Salado 85g,Comestible,Verano
236,07/02/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
237,23/12/2018,Abarrotes,130,Mini,Toddy,Comestible,Verano
237,11/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
238,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
238,11/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
239,24/12/2018,Accesorio auto,1545411641084,Renovador de neumatico,Spray 300ml,Accesorio Auto,Verano
239,24/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
239,12/02/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
240,24/12/2018,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
240,14/02/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
241,24/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
241,14/02/2019,Accesorio auto,1549036433128,EASY CLIP,DARK NIGHT,Accesorio Auto,Verano
241,14/02/2019,Lavado Express,1544748998523,Lavado interior y exterior,Vehículo sobre medida,Servicio de Lavado,Verano
242,24/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
242,14/02/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
243,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
243,14/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
244,24/12/2018,Lavado Express,1544800400730,Fichas Aspirado,Autoservicio,Servicio de Lavado,Verano
244,17/02/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
244,17/02/2019,Accesorio auto,1545835431966,Areon,KEN Black Crystal,Accesorio Auto,Verano
245,24/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
245,20/02/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
245,20/02/2019,Accesorio auto,1545834855526,Areon,Fresco Manzana canela,Accesorio Auto,Verano
246,24/12/2018,Café,41,Marley Coffe,Grande,Bebestible,Verano
246,24/12/2018,Bebidas,103,Aquarius,Pera 500ml,Bebestible,Verano
246,22/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
247,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
247,23/02/2019,Lavado Express,1544748766540,Interior y exterior,Vehículos pequeños,Servicio de Lavado,Verano
248,24/12/2018,Accesorio auto,32,Ampolleta Bosch,H7,Accesorio Auto,Verano
248,23/02/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
249,24/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
249,24/02/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
250,24/12/2018,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
250,24/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
250,25/02/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
250,25/02/2019,Café,40,Marley Coffe,Mediano,Bebestible,Verano
251,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
251,25/02/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
252,24/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
252,25/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
253,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
253,24/12/2018,Abarrotes,119,Snack Mix,Ramitas,Comestible,Verano
253,26/02/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
254,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
254,27/02/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
255,24/12/2018,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
255,24/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
255,28/02/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
256,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
256,28/02/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
256,28/02/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
257,24/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
257,28/02/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
258,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
258,24/12/2018,Café,39,Marley Coffe,Espresso,Bebestible,Verano
258,28/02/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
259,24/12/2018,Abarrotes,84,Lays,Tarro corte americano 40g,Comestible,Verano
259,28/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
259,28/02/2019,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
260,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
260,28/02/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
261,24/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
261,28/02/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
262,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
262,01/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
263,24/12/2018,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
263,01/03/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
264,24/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
264,01/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
265,24/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
265,01/03/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
266,24/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
266,24/12/2018,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Verano
266,24/12/2018,Accesorio auto,1545411641084,Renovador de neumatico,Spray 300ml,Accesorio Auto,Verano
266,02/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
267,24/12/2018,Abarrotes,1544982585343,Ramitas,Sabor queso 42g,Comestible,Verano
267,24/12/2018,Abarrotes,119,Snack Mix,Ramitas,Comestible,Verano
267,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
268,24/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
268,04/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
269,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
269,05/03/2019,Lavado Interior,1547815815450,Lavado y aspirado,Vehículos sobre medida,Servicio de Lavado,Verano
270,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
270,08/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
271,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
271,08/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
271,08/03/2019,Accesorio auto,1545836679365,Toalla,Para cuero,Accesorio Auto,Verano
272,24/12/2018,Lavado Express,148,Express,Full,Servicio de Lavado,Verano
272,24/12/2018,Accesorio auto,48,Sonax,Cera easy shine 250ml,Accesorio Auto,Verano
272,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
272,24/12/2018,Café,39,Marley Coffe,Espresso,Bebestible,Verano
272,24/12/2018,Café,40,Marley Coffe,Mediano,Bebestible,Verano
272,08/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
273,24/12/2018,Lavado Express,1544795009149,Lavado,y aspirado,Servicio de Lavado,Verano
273,08/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
273,08/03/2019,Accesorio auto,1545408573039,Vision Clara,Red summer 25ml,Accesorio Auto,Verano
273,08/03/2019,Accesorio auto,1551707546108,Areon,Fresco Pino,Accesorio Auto,Verano
274,24/12/2018,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
274,12/03/2019,Lavado Express,1544748946076,Lavado interior y exterior,Vehículo mediano,Servicio de Lavado,Verano
274,12/03/2019,Accesorio auto,1545835755675,Areon,KEN Manzana canela,Accesorio Auto,Verano
275,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
275,12/03/2019,Lavado Express,147,Express,Medio con Lava chasis,Servicio de Lavado,Verano
276,24/12/2018,Bebidas,97,Sprite,Lata 220ml,Bebestible,Verano
276,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
276,24/12/2018,Abarrotes,58,Negrita,30g,Comestible,Verano
276,13/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
277,24/12/2018,Café,39,Marley Coffe,Espresso,Bebestible,Verano
277,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
277,15/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
278,24/12/2018,Bebidas,103,Aquarius,Pera 500ml,Bebestible,Verano
278,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
278,15/03/2019,Lavado Express,149,Express,Sobre medida (Exterior),Servicio de Lavado,Verano
279,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
279,15/03/2019,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
279,15/03/2019,Accesorio auto,1545835755675,Areon,KEN Manzana canela,Accesorio Auto,Verano
280,24/12/2018,Lavado Express,146,Express,Medio,Servicio de Lavado,Verano
